"la","year","sex","c_35","c_50","c_65","c_80"
"E06000004",2007,"male",0.0929487231162085,0.0976958117335065,0.107379824686105,0.123023825606261
"E06000004",2008,"female",0.0998190159583956,0.106961253679208,0.117355507853708,0.138190250717027
"E06000004",2008,"male",0.0982921140765522,0.103019817991305,0.102562117941257,0.0964488913260388
"E06000004",2009,"female",0.0933893734233813,0.105277498243522,0.116672348736994,0.118724053782229
"E06000004",2009,"male",0.103372398716766,0.105389597734015,0.111387362191147,0.0983326188671277
"E06000004",2010,"female",0.095674567573928,0.109123796323853,0.115805863538743,0.106859734115254
"E06000004",2010,"male",0.0979836505181722,0.104530462822999,0.106000768400267,0.0998535335250123
"E06000004",2011,"female",0.0971152375947442,0.101934065829711,0.120808863570704,0.136306568934585
"E06000004",2011,"male",0.0970939085333983,0.106841273943705,0.109317647875863,0.138148955371739
"E06000004",2012,"female",0.0948974890055377,0.107768657805533,0.126524715657434,0.154143462736843
"E06000004",2012,"male",0.0965960054350936,0.109699922859094,0.103993348040038,0.13052892454467
"E06000004",2013,"female",0.10215963937098,0.111116177480548,0.121095857318621,0.134893498897492
"E06000004",2013,"male",0.0977549949716385,0.0985328461808758,0.102627511988014,0.166402828509722
"E06000005",2002,"female",0.101925192989961,0.104552682766901,0.107216963119166,0.122954984236973
"E06000005",2002,"male",0.106183096903463,0.106229725362313,0.101773058434236,0.119614186151482
"E06000005",2003,"female",0.0902222003220796,0.10637088449281,0.113502169767901,0.0920601525477697
"E06000005",2003,"male",0.0973136172801418,0.098625591183737,0.0946415556220623,0.113963200534178
"E06000005",2004,"female",0.0976262215444844,0.107081668875305,0.107940162962817,0.127000708558362
"E06000005",2004,"male",0.0988993553041301,0.10030567328534,0.107154748760422,0.107136502351432
"E06000005",2005,"female",0.0909699022359284,0.0998061412556591,0.12227483100105,0.140809865741039
"E06000005",2005,"male",0.0927418236619074,0.102252451615227,0.103822198823063,0.124917243676731
"E06000005",2006,"female",0.0937780988460523,0.121764599967446,0.117434567917307,0.125484823715953
"E06000005",2006,"male",0.0951910463301982,0.0986012813575609,0.100737582929841,0.133359035185364
"E06000005",2007,"female",0.0884817759281128,0.106700477811004,0.129082582446318,0.133439641419488
"E06000005",2007,"male",0.0927017098851684,0.0945429450502241,0.109399433041973,0.0835581791445367
"E06000005",2008,"female",0.101112262378465,0.110323496997811,0.126370974712672,0.110601599567614
"E06000005",2008,"male",0.0853199437025199,0.100659891507076,0.122436479856924,0.114907085676621
"E06000005",2009,"female",0.101211308256736,0.103853273988172,0.117947805209902,0.161605898313915
"E06000005",2009,"male",0.0865661470799114,0.089767002234043,0.11053767529696,0.168636887958787
"E06000005",2010,"female",0.0873117090818653,0.100722624335042,0.106170634025752,0.127385373313804
"E06000005",2010,"male",0.0993450270362688,0.102879090420968,0.0988804122002819,0.100905137086459
"E06000005",2011,"female",0.0936988259197036,0.0919680265777728,0.112333841888836,0.11338608450936
"E06000005",2011,"male",0.0908342178969649,0.0990357056653794,0.118140185384467,0.106216170119818
"E06000005",2012,"female",0.0958474965730215,0.10733137780902,0.11422136648199,0.135517967745635
"E06000005",2012,"male",0.0924984486735195,0.102519958833262,0.105098402914786,0.110737371519652
"E06000005",2013,"female",0.0945697973130651,0.107184689210737,0.128174045308987,0.164156188592168
"E06000005",2013,"male",0.0893482311843949,0.0982489805199963,0.0947059507604444,0.109223845542177
"E06000006",2002,"female",0.104455513897264,0.110955356025583,0.120398777465396,0.144309623469422
"E06000006",2002,"male",0.0886522702159296,0.105333543618732,0.105478329271853,0.120467574544928
"E06000006",2003,"female",0.101807824715693,0.106184739798313,0.123080902115015,0.123812604993487
"E06000006",2003,"male",0.0971395272003062,0.103831291588929,0.113327374278934,0.111144628391438
"E06000006",2004,"female",0.101664817521547,0.109417047081939,0.111375491909433,0.0993599913145297
"E06000006",2004,"male",0.0906431102692375,0.0986115593214313,0.0954620177031918,0.0849061457838372
"E06000006",2005,"female",0.0861609096272817,0.104513714253826,0.108617440558222,0.118881633831287
"E06000006",2005,"male",0.0970754682490539,0.0919534818386037,0.0835226633319862,0.0870835534090537
"E06000006",2006,"female",0.0995296383535748,0.102003255577188,0.120210688120981,0.129536139161502
"E06000006",2006,"male",0.0928761010274334,0.102184756750059,0.116690418316,0.126715643376842
"E06000006",2007,"female",0.0949342316754035,0.108870917428679,0.108771953962515,0.133463848595332
"E06000006",2007,"male",0.0876387475244481,0.10167820530924,0.102997359176073,0.149534849010985
"E06000006",2008,"female",0.0964329374154634,0.108056159394866,0.118969445216961,0.123007766763839
"E06000006",2008,"male",0.0968013077728758,0.107710379836073,0.103364880710147,0.104395315795086
"E06000006",2009,"female",0.101701731753413,0.100860571373371,0.122374602094978,0.145087985773971
"E06000006",2009,"male",0.0964518265208973,0.118598644438898,0.107854310836831,0.143341697347553
"E06000006",2010,"female",0.0970624452950375,0.103412334506309,0.110516778600494,0.101024770449206
"E06000006",2010,"male",0.098554491110349,0.100632343644689,0.10586686863582,0.158076888436111
"E06000006",2011,"female",0.0932841834500174,0.099266528099041,0.105248828149067,0.144674910706474
"E06000006",2011,"male",0.0967918813645534,0.104860035219898,0.106260421660818,0.106976936526508
"E06000006",2012,"female",0.0909334079940486,0.104631894263963,0.113008148193946,0.145108503953015
"E06000006",2012,"male",0.0949722464739921,0.105171955890486,0.113097707279945,0.133531578485007
"E06000006",2013,"female",0.101691739278412,0.116745955845837,0.100528832460226,0.139476902090332
"E06000006",2013,"male",0.0907606158527451,0.104905527999791,0.111324363524618,0.0935263926710671
"E06000007",2002,"female",0.108356680804889,0.109801511209146,0.117276859673855,0.134944278171984
"E06000007",2002,"male",0.101216101905651,0.110308882334257,0.104908276777949,0.105162571546106
"E06000007",2003,"female",0.10101624922494,0.117674552242685,0.124456501516516,0.149950430747011
"E06000007",2003,"male",0.105776062945066,0.114072276787743,0.105380522155432,0.128749170392045
"E06000007",2004,"female",0.104551585212704,0.112875762699077,0.117392207460629,0.146987796839223
"E06000007",2004,"male",0.0975101046294513,0.106453545725039,0.113232138730653,0.125359454134547
"E06000007",2005,"female",0.100080694938153,0.110451889368685,0.129384742523278,0.145436099463792
"E06000007",2005,"male",0.105319259889024,0.098615531859633,0.0972757668959291,0.0963802700358743
"E06000007",2006,"female",0.100795609867297,0.105960961132845,0.112326691613081,0.134874253627538
"E06000007",2006,"male",0.101224486240299,0.103917366866555,0.114228586238149,0.122564849755356
"E06000007",2007,"female",0.102020153408963,0.105397915974189,0.116831182633374,0.133054378642089
"E06000007",2007,"male",0.108255816644752,0.10693645375511,0.119838973496062,0.100190111381066
"E06000007",2008,"female",0.102279806457684,0.104809388121806,0.120946078651956,0.151849869524267
"E06000007",2008,"male",0.100881002201174,0.109105230263002,0.118649460476451,0.131879942588145
"E06000007",2009,"female",0.0999163647676402,0.117215971185479,0.125138458532846,0.150701861673365
"E06000007",2009,"male",0.104227355172555,0.100950012278333,0.118778962539121,0.129424391322079
"E06000007",2010,"female",0.101158126824978,0.112233964257098,0.132247351814176,0.151486798062205
"E06000007",2010,"male",0.0966642054275068,0.107311071799208,0.118072401957534,0.153298735198269
"E06000007",2011,"female",0.0956355735980482,0.1054513153758,0.123390083740356,0.106830429379689
"E06000007",2011,"male",0.100359973268588,0.0991193235940971,0.115574535026579,0.134599607461568
"E06000007",2012,"female",0.101778616799856,0.112161457388071,0.134943057701534,0.163087577412742
"E06000007",2012,"male",0.104272524169883,0.107477381889,0.111694486587292,0.102963404755466
"E06000007",2013,"female",0.103134532628407,0.114099269509742,0.127484116923941,0.135501802469641
"E06000007",2013,"male",0.0993851039368309,0.111348896628325,0.123240637189806,0.142975691724113
"E06000008",2002,"female",0.0930771061988033,0.100008916823205,0.0942818727402253,0.113861166029195
"E06000008",2002,"male",0.104545821777061,0.103848171867994,0.102344545321128,0.137567622232944
"E06000008",2003,"female",0.101374562261676,0.108630236365632,0.108239004949163,0.149703094812301
"E06000008",2003,"male",0.0874546921799474,0.10291768616047,0.106483781770724,0.11814601270101
"E06000008",2004,"female",0.0951285749030101,0.0981138217643479,0.113414722438438,0.121689868070949
"E06000008",2004,"male",0.10383665505923,0.101096890462717,0.101350599629472,0.134054347839634
"E06000008",2005,"female",0.102072310165343,0.102058543116191,0.0914360953911137,0.137357612234783
"E06000008",2005,"male",0.0980170269295795,0.103894679802028,0.107278337069357,0.132914311967163
"E06000008",2006,"female",0.0988464007445313,0.0993013554437338,0.102825855915087,0.114878210986937
"E06000008",2006,"male",0.093101689029648,0.100343744398434,0.105793918771689,0.109944938461599
"E06000008",2007,"female",0.0996087983230535,0.110806536915987,0.105277863465014,0.123198139075197
"E06000008",2007,"male",0.0882370693113147,0.0984320354471124,0.10351901616225,0.150094756222345
"E06000008",2008,"female",0.0943257577760497,0.102895963125308,0.122438622165885,0.145912464866959
"E06000008",2008,"male",0.0873747250684849,0.0967305804523851,0.106858448748854,0.110574353660874
"E06000008",2009,"female",0.101065577218453,0.103350257675655,0.112714584051364,0.120617663088385
"E06000008",2009,"male",0.0878425724531621,0.0970181672456533,0.113147821963993,0.144125989190169
"E06000008",2010,"female",0.091735709631647,0.106156907294047,0.120781674141323,0.141361404437591
"E06000008",2010,"male",0.0883598339926008,0.0992149420769058,0.113913723483051,0.104834153420309
"E06000008",2011,"female",0.105269950456931,0.101508729536546,0.0978417850995119,0.120605121623574
"E06000008",2011,"male",0.0906934554269245,0.0956389074471678,0.107594950830993,0.100302754555526
"E06000008",2012,"female",0.0966408065647967,0.109812143795497,0.112974669846751,0.133983818450621
"E06000008",2012,"male",0.0923730784528061,0.10179922489367,0.122452337828164,0.134965804264643
"E06000008",2013,"female",0.101889221817178,0.117031525564577,0.117742239686298,0.131650201294875
"E06000008",2013,"male",0.0902676435127809,0.0993457713158002,0.11502067757981,0.147063394958903
"E06000009",2002,"female",0.0918783003819312,0.097163783651793,0.107364529793789,0.119607773883424
"E06000009",2002,"male",0.0817515638392756,0.0916949650326975,0.103737944530608,0.111507874616872
"E06000009",2003,"female",0.0954737500613013,0.102971152888548,0.115861298465504,0.128904945113835
"E06000009",2003,"male",0.0851941988628273,0.0985917937186691,0.109762394869831,0.0995690918586032
"E06000009",2004,"female",0.0904425740435468,0.0920390291911863,0.121393588707812,0.128837567123634
"E06000009",2004,"male",0.083093810217131,0.0922758506226857,0.0896652481342134,0.113012721829504
"E06000009",2005,"female",0.0918697362107294,0.0919387835330959,0.102374327946043,0.108765931843213
"E06000009",2005,"male",0.0916812175705639,0.0973486915261262,0.105771059323808,0.121895817541648
"E06000009",2006,"female",0.0912739449583398,0.0967635337052568,0.106568816417077,0.120525637840619
"E06000009",2006,"male",0.082242518017689,0.0867905299623028,0.104631897431353,0.117426881527093
"E06000009",2007,"female",0.0878720202685053,0.0946644106265944,0.114181974539215,0.124105658925564
"E06000009",2007,"male",0.078761087329242,0.0971933462423872,0.0938551672018735,0.146953640120483
"E06000009",2008,"female",0.0939125104203346,0.0987855794870789,0.114384561537027,0.13766998771024
"E06000009",2008,"male",0.0873145366335123,0.0904872070789287,0.115119132984229,0.121226939633485
"E06000009",2009,"female",0.0911952952868026,0.10121755452916,0.109682977966243,0.133250305823129
"E06000009",2009,"male",0.087913562737235,0.103998991956377,0.0989570333572668,0.122926457732535
"E06000009",2010,"female",0.0890384242733284,0.0997669302506712,0.11111169462705,0.123056040276078
"E06000009",2010,"male",0.0811119507519459,0.0858658747235796,0.0912058592511576,0.110704357278102
"E06000009",2011,"female",0.0966535838937286,0.102085046670131,0.111235460907377,0.122684154254625
"E06000009",2011,"male",0.0780246934694524,0.091961938531933,0.100815163111757,0.124265867316646
"E06000009",2012,"female",0.0880183480186457,0.0967800437448346,0.112404425658407,0.140212849099083
"E06000009",2012,"male",0.0772136048316725,0.0875934609830052,0.0985263007238024,0.163808056476526
"E06000009",2013,"female",0.0926861750967587,0.0990311361733263,0.110343924898754,0.155138943666379
"E06000009",2013,"male",0.0802444302108653,0.0889267354284222,0.107509530888433,0.161872763308916
"E06000010",2002,"female",0.105447144175635,0.105791949318819,0.101716116185832,0.097427793031458
"E06000010",2002,"male",0.0924972817132674,0.0955684410478897,0.0986120735787918,0.119183005892399
"E06000010",2003,"female",0.0989398380521225,0.112324722041519,0.120749322593794,0.129132009347379
"E06000010",2003,"male",0.0974932030411303,0.0989599105145278,0.109571932917635,0.110568602360231
"E06000010",2004,"female",0.101462259161088,0.105454135564446,0.112980103423591,0.135313185663595
"E06000010",2004,"male",0.0952628386100251,0.0987773371795245,0.10088624827381,0.098745164236579
"E06000010",2005,"female",0.0990916907745488,0.100094647818758,0.105633036785927,0.140635920086324
"E06000010",2005,"male",0.095644811760452,0.101397111391452,0.10260502656202,0.107791487211936
"E06000010",2006,"female",0.100822827386388,0.106077551254054,0.106577311769329,0.131924778622795
"E06000010",2006,"male",0.0988066851723212,0.0955474245036695,0.104072213231693,0.113198518571147
"E06000010",2007,"female",0.100437655392155,0.107289042383567,0.113665675264095,0.138557149531488
"E06000010",2007,"male",0.089167523309926,0.102104987653836,0.101879749107505,0.0644855098686615
"E06000010",2008,"female",0.0969113636078306,0.0965857227176205,0.109430254798775,0.129058577577139
"E06000010",2008,"male",0.0906300676732523,0.0967979848157127,0.0983750054589137,0.107033124426433
"E06000010",2009,"female",0.100861946514594,0.107474365681204,0.117892945621731,0.179596533063253
"E06000010",2009,"male",0.0912681788582165,0.0952961124808663,0.101687152075484,0.135980795914178
"E06000010",2010,"female",0.0937180894020462,0.100890610797329,0.115223475821985,0.120423808007966
"E06000010",2010,"male",0.0863289105035803,0.0936050704891257,0.0995926926756461,0.119133616459641
"E06000010",2011,"female",0.0959744274471633,0.0982966123371066,0.10998232865527,0.138889368357576
"E06000010",2011,"male",0.0907339863112657,0.0989623924906467,0.0957336518068015,0.122799186354457
"E06000010",2012,"female",0.0962351657600467,0.116616209785592,0.113438833663909,0.146917017839335
"E06000010",2012,"male",0.0884318291443338,0.105667614870469,0.100646454216473,0.103991983951404
"E06000010",2013,"female",0.095119324953883,0.10394791969128,0.125558195609056,0.136031992847107
"E06000010",2013,"male",0.0885799014180332,0.0962758817778938,0.115661311839679,0.123416805216825
"E06000011",2002,"female",0.0976252795340956,0.108499235673722,0.124399242489243,0.14981639085291
"E06000011",2002,"male",0.104027896736467,0.11368052139008,0.105949219155553,0.130497795929116
"E06000011",2003,"female",0.0976035000125449,0.113027257337176,0.123117878143925,0.148915526016846
"E06000011",2003,"male",0.105594043543254,0.115007251519102,0.119228329275203,0.114889725701863
"E06000011",2004,"female",0.108465656823493,0.110778546103756,0.126135745841044,0.144248168375304
"E06000011",2004,"male",0.106356782843201,0.110580181153294,0.113602226194306,0.115238343046979
"E06000011",2005,"female",0.103943400436961,0.113938065518612,0.12577882067705,0.143644473188666
"E06000011",2005,"male",0.104900863646367,0.106294292170602,0.113145058860834,0.106086652775095
"E06000011",2006,"female",0.103817173246413,0.112039648588726,0.121695635730248,0.152959340084902
"E06000011",2006,"male",0.10317898074242,0.11065109326229,0.116928816673126,0.11858560105709
"E06000011",2007,"female",0.102016256630597,0.110000903672668,0.124336866206786,0.135485514545855
"E06000011",2007,"male",0.107963419491371,0.111008218437041,0.113495083376143,0.129456035740674
"E06000011",2008,"female",0.0990209371356799,0.10408537835113,0.131798665989948,0.142398345083506
"E06000011",2008,"male",0.104600872336312,0.108696913919817,0.114002514853732,0.118767179645134
"E06000011",2009,"female",0.0970974016179445,0.111183719187499,0.120683418268102,0.144723682468027
"E06000011",2009,"male",0.104688336170377,0.108655204720595,0.118479359527549,0.13373404347733
"E06000011",2010,"female",0.0999128128299819,0.110059785574563,0.129592337770675,0.13480907225145
"E06000011",2010,"male",0.0977155000842898,0.111642603578267,0.122031960645268,0.133029000930074
"E06000011",2011,"female",0.104138026637729,0.112413548946481,0.123812745511217,0.130791121012218
"E06000011",2011,"male",0.0993015603048254,0.1112631427994,0.11087545771197,0.130784326140138
"E06000011",2012,"female",0.10392313671434,0.1134058206595,0.128923022495888,0.147991402184134
"E06000011",2012,"male",0.0948765835933222,0.103185942452687,0.111648792330596,0.126243365577954
"E06000011",2013,"female",0.0999471614856997,0.112069554832974,0.1309361948223,0.171950726432921
"E06000011",2013,"male",0.100063385537509,0.11689046311502,0.124716656448508,0.16215409123586
"E06000012",2002,"female",0.10456381185699,0.11105134780797,0.126005612810532,0.113542363017366
"E06000012",2002,"male",0.0921417809375111,0.104714802028848,0.110472171804543,0.126997213271017
"E06000012",2003,"female",0.0991620346311462,0.11809142906969,0.119970187955589,0.10266505257498
"E06000012",2003,"male",0.10588886822106,0.116671241547752,0.105923990259611,0.130727736695232
"E06000012",2004,"female",0.0967106595264526,0.109890503644022,0.123540335927885,0.114665667455223
"E06000012",2004,"male",0.0915033258700269,0.0988270249730905,0.115610964957496,0.0928685750753463
"E06000012",2005,"female",0.0974624597808181,0.0984530463595605,0.111485538031635,0.132839878620299
"E06000012",2005,"male",0.0891716816936688,0.0960810651189775,0.100591138364391,0.117066491116465
"E06000012",2006,"female",0.102465553387167,0.102941868039932,0.114007746784639,0.128374682053199
"E06000012",2006,"male",0.10033002071077,0.102092660412838,0.103229719041549,0.129818383860806
"E06000012",2007,"female",0.100136436371424,0.108817765018564,0.125300943318907,0.126258359462794
"E06000012",2007,"male",0.0919587928758713,0.0988153669989754,0.110255654568975,0.150153536073588
"E06000012",2008,"female",0.0997993742760744,0.116698379021559,0.102256378985475,0.145804023518592
"E06000012",2008,"male",0.0946738046715859,0.0996411270937166,0.0964535170587879,0.121161180800516
"E06000012",2009,"female",0.0996030256490775,0.107458533302048,0.122261814778794,0.14362665370627
"E06000012",2009,"male",0.0865371414354587,0.0964201228816915,0.106913485763096,0.135615087208309
"E06000012",2010,"female",0.0978010193756877,0.107956775928691,0.11848770834537,0.0949315196706264
"E06000012",2010,"male",0.0951498314743702,0.105690231740611,0.100270609289403,0.0961687162498677
"E06000012",2011,"female",0.0887280555119166,0.0980476026860493,0.105733488849183,0.149912970934083
"E06000012",2011,"male",0.0889259548865525,0.103499289680404,0.101312733589401,0.121614098341664
"E06000012",2012,"female",0.0993442772037013,0.104462280062572,0.118321915231797,0.150886242061922
"E06000012",2012,"male",0.0856795424163397,0.102451602757208,0.118429370670862,0.155629254861521
"E06000012",2013,"female",0.0928669478951093,0.102761564424505,0.116721390203741,0.141264016268835
"E06000012",2013,"male",0.0953052745244376,0.105065899902824,0.108920162589879,0.153346248302001
"E06000013",2002,"female",0.103652994128922,0.109233525930867,0.110859082226962,0.107008714451683
"E06000013",2002,"male",0.108863955843958,0.113850196870218,0.108233458601218,0.117778913616402
"E06000013",2003,"female",0.0999661543767721,0.114359254694542,0.128621979643702,0.157362915796502
"E06000013",2003,"male",0.104129699389756,0.1000440224545,0.129819111987922,0.123798982082701
"E06000013",2004,"female",0.10066822131416,0.11085784474188,0.120685789179307,0.139611107692551
"E06000013",2004,"male",0.102679323296853,0.121818429814163,0.107520824068032,0.116340669987593
"E06000013",2005,"female",0.105312582792825,0.113508198619832,0.12735873319434,0.108500785705931
"E06000013",2005,"male",0.097942829339096,0.107504429811625,0.11252840938341,0.0839981399264545
"E06000013",2006,"female",0.0948830273089269,0.102138287150521,0.115971584851739,0.136873300991452
"E06000013",2006,"male",0.102968682001202,0.113596497175761,0.116488934086789,0.115196271153865
"E06000013",2007,"female",0.105609342256652,0.110587037868926,0.130294154427262,0.119900315350147
"E06000013",2007,"male",0.102279596902816,0.101213335485658,0.116299173065451,0.114197923368764
"E06000013",2008,"female",0.101922293247278,0.103840597769899,0.109926400506599,0.127058887597086
"E06000013",2008,"male",0.0878866460401715,0.100238145814386,0.103939230838969,0.0995035560936522
"E06000013",2009,"female",0.0962812544794935,0.0982507974487127,0.112047083381944,0.128831577856748
"E06000013",2009,"male",0.0972564763960465,0.115693244408948,0.120503401481047,0.161914430253016
"E06000013",2010,"female",0.0931639092662416,0.100341964194857,0.117694743313308,0.113035133281021
"E06000013",2010,"male",0.0957544662212078,0.101846896387192,0.117030751312244,0.160965007254787
"E06000013",2011,"female",0.0994930692779728,0.107120257088298,0.110028496978494,0.131865784609942
"E06000013",2011,"male",0.0952254300657727,0.104385201194597,0.118998341458356,0.150711172790446
"E06000013",2012,"female",0.0975678717771072,0.104834676664308,0.111190662989702,0.141442822983894
